00OW               20121019                                                                                   
0601OWC2+       20130101001150100000005000m0200009850000855   
0601OWC2+       20130101001155100000005000m0200009940000859   
0601OWC2+       20130101001160100000005000m0200010020000862   
0601OWC2+       20130101001165100000005000m0200010100000865   
0601OWC2+       20130101001170100000005000m0200010190000869   
0601OWC2+       20130101001175100000005000m0200010270000872   
0601OWC2+       20130101001180100000005000m0200010350000875   
0601OWC2+       20130101001185100000005000m0200010440000879   
0601OWC2+       20130101001190100000005000m0200010520000882   
0601OWC2+       20130101001195100000005000m0200010600000885   
0601OWC2+       20130101001200100000005000m0200010690000889   
0601OWC2+       20130101001205100000005000m0200010770000892   
0601OWC2+       20130101001210100000005000m0200010860000896   
0601OWC2+       20130101001215100000005000m0200010950000899   
0601OWC2+       20130101001220100000005000m0200011030000902   
0601OWC2+       20130101001225100000005000m0200011110000905   
0601OWC2+       20130101001230100000005000m0200011200000909   
0601OWC2+       20130101001235100000005000m0200011290000912   
0601OWC2+       20130101001240100000005000m0200011370000915   
0601OWC2+       20130101001245100000005000m0200011450000918   
0601OWC2+       20130101001250100000005000m0200011540000921   
0601OWC2+       20130101001255100000005000m0200011620000924   
0601OWC2+       20130101001260100000005000m0200011720000928   
0601OWC2+       20130101001265100000005000m0200011810000932   
0601OWC2+       20130101001270100000005000m0200011890000934   
0601OWC2+       20130101001275100000005000m0200011980000938   
0601OWC2+       20130101001280100000005000m0200012070000941   
0601OWC2+       20130101001285100000005000m0200012160000944   
0601OWC2+       20130101001290100000005000m0200012250000948   
0601OWC2+       20130101001295100000005000m0200012330000950   
0601OWC2+       20130101001300100000005000m0200012410000953   
0601OWC2+       20130101001305100000005000m0200012510000957   
0601OWC2+       20130101001310100000005000m0200012600000960   
0601OWC2+       20130101001315100000005000m0200012680000962   
0601OWC2+       20130101001320100000005000m0200012770000966   
0601OWC2+       20130101001325100000005000m0200012860000969   
0601OWC2+       20130101001330100000005000m0200012940000971   
0601OWC2+       20130101001335100000005000m0200013050000976   
0601OWC2+       20130101001340100000005000m0200013130000978   
0601OWC2+       20130101001345100000005000m0200013220000981   
0601OWC2+       20130101001350100000005000m0200013320000985   
0601OWC2+       20130101001355100000005000m0200013400000987   
0601OWC2+       20130101001360100000005000m0200013500000991   
0601OWC2+       20130101001365100000005000m0200013600000995   
0601OWC2+       20130101001370100000005000m0200013690000997   
0601OWC2+       20130101001375100000005000m0200013780001000   
0601OWC2+       20130101001380100000005000m0200013890001005   
0601OWC2+       20130101001385100000005000m0200013980001008   
0601OWC2+       20130101001390100000005000m0200014080001011   
0601OWC2+       20130101001395100000005000m0200014170001014   
0601OWC2+       20130101001400100000005000m0200014270001017   
0601OWC2+       20130101001405100000005000m0200014360001020   
0601OWC2+       20130101001410100000005000m0200014480001025   
0601OWC2+       20130101001415100000005000m0200014570001028   
0601OWC2+       20130101001420100000005000m0200014680001032   
0601OWC2+       20130101001425100000005000m0200014790001036   
0601OWC2+       20130101001430100000005000m0200014890001039   
0601OWC2+       20130101001435100000005000m0200015000001043   
0601OWC2+       20130101001440100000005000m0200015110001047   
0601OWC2+       20130101001445100000005000m0200015220001051   
0601OWC2+       20130101001450100000005000m0200015330001055   
0601OWC2+       20130101001455100000005000m0200015440001059   
0601OWC2+       20130101001460100000005000m0200015550001063   
0601OWC2+       20130101001465100000005000m0200015670001068   
0601OWC2+       20130101001470100000005000m0200015770001071   
0601OWC2+       20130101001475100000005000m0200015870001074   
0601OWC2+       20130101001480100000005000m0200015990001079   
0601OWC2+       20130101001485100000005000m0200016100001082   
0601OWC2+       20130101001490100000005000m0200016210001086   
0601OWC2+       20130101001495100000005000m0200016330001090   
0601OWC2+       20130101001500100000500000m0200021940001256   
0601OWC2+       20130101002000100000500000m0200033440001488   
0601OWC2+       20130101002500100000500000m0200045210001645   
0601OWC2+       20130101003000100000500000m0200057160001760   
0601OWC2+       20130101003500100000500000m0200069190001846   
0601OWC2+       20130101004000100000500000m0200081290001914   
0601OWC2+       20130101004500100000500000m0200093440001968   
0601OWC2+       20130101005000100000500000m0200105600002012   
0601OWC2+       20130101005500100000500000m0200117800002050   
0601OWC2+       20130101006000100000500000m0200130020002081   
0601OWC2+       20130101006500100000500000m0200142240002108   
0601OWC2+       20130101007000100000500000m0200154490002132   
0601OWC2+       20130101007500100000500000m0200166740002152   
0601OWC2+       20130101008000100000500000m0200179000002170   
0601OWC2+       20130101008500100000500000m0200190890002182   
0601OWC2+       20130101009000100000500000m0200202520002190   
0601OWC2+       20130101009500100000500000m0200214150002197   
0601OWC2+       20130101010000100000500000m0200225790002203   
0601OWC2+       20130101010500100000500000m0200237420002209   
0601OWC2+       20130101011000100000500000m0200249050002214   
0601OWC2+       20130101011500100000500000m0200260690002219   
0601OWC2+       20130101012000100000500000m0200272330002224   
0601OWC2+       20130101012500100000500000m0200283980002228   
0601OWC2+       20130101013000100000500000m0200295620002232   
0601OWC2+       20130101013500100000500000m0200307260002235   
0601OWC2+       20130101014000100000500000m0200318900002238   
0601OWC2+       20130101014500100000500000m0200330540002241   
0601OWC2+       20130101015000100000500000m0200342190002244   
0601OWC2+       20130101015500100000500000m0200353830002247   
0601OWC2+       20130101016000100000500000m0200365470002249   
0601OWC2+       20130101016500100000500000m0200377100002252   
0601OWC2+       20130101017000100000500000m0200388770002254   
0601OWC2+       20130101017500100000500000m0200400420002256   
0601OWC2+       20130101018000100000500000m0200412060002258   
0601OWC2+       20130101018500100000500000m0200423690002260   
0601OWC2+       20130101019000100000500000m0200435350002262   
0601OWC2+       20130101019500100000500000m0200446990002264   
0601OWC3+       20130101000000100000040000m0300000030000171   
0601OWC3+       20130101000040100000005000m0300000030000071   
0601OWC3+       20130101000045100000005000m0300000030000063   
0601OWC3+       20130101000050100000005000m0300000030000057   
0601OWC3+       20130101000055100000005000m0300000030000052   
0601OWC3+       20130101000060100000005000m0300000030000048   
0601OWC3+       20130101000065100000005000m0300000030000044   
0601OWC3+       20130101000070100000005000m0300000030000041   
0601OWC3+       20130101000075100000005000m0300000030000039   
0601OWC3+       20130101000080100000005000m0300000030000036   
0601OWC3+       20130101000085100000005000m0300000030000034   
0601OWC3+       20130101000090100000005000m0300000030000032   
0601OWC3+       20130101000095100000005000m0300000030000031   
0601OWC3+       20130101000100100000005000m0300000030000029   
0601OWC3+       20130101000105100000005000m0300000030000028   
0601OWC3+       20130101000110100000005000m0300000030000027   
0601OWC3+       20130101000115100000005000m0300000030000026   
0601OWC3+       20130101000120100000005000m0300000030000024   
0601OWC3+       20130101000125100000005000m0300000030000024   
0601OWC3+       20130101000130100000005000m0300000030000023   
0601OWC3+       20130101000135100000005000m0300000030000022   
0601OWC3+       20130101000140100000005000m0300000030000021   
0601OWC3+       20130101000145100000005000m0300000030000020   
0601OWC3+       20130101000150100000005000m0300000030000020   
0601OWC3+       20130101000155100000005000m0300000030000019   
0601OWC3+       20130101000160100000005000m0300000030000018   
0601OWC3+       20130101000165100000005000m0300000030000018   
0601OWC3+       20130101000170100000005000m0300000030000017   
0601OWC3+       20130101000175100000005000m0300000030000017   
0601OWC3+       20130101000180100000005000m0300000030000016   
0601OWC3+       20130101000185100000005000m0300000030000016   
0601OWC3+       20130101000190100000005000m0300000030000016   
0601OWC3+       20130101000195100000005000m0300000030000015   
0601OWC3+       20130101000200100000005000m0300000030000015   
0601OWC3+       20130101000205100000005000m0300000030000014   
0601OWC3+       20130101000210100000005000m0300000030000014   
0601OWC3+       20130101000215100000005000m0300000030000014   
0601OWC3+       20130101000220100000005000m0300000030000013   
0601OWC3+       20130101000225100000005000m0300000030000013   
0601OWC3+       20130101000230100000005000m0300000030000013   
0601OWC3+       20130101000235100000005000m0300000030000013   
0601OWC3+       20130101000240100000005000m0300000030000012   
0601OWC3+       20130101000245100000005000m0300000030000012   
0601OWC3+       20130101000250100000005000m0300000030000012   
0601OWC3+       20130101000255100000005000m0300000030000012   
0601OWC3+       20130101000260100000005000m0300000030000011   
0601OWC3+       20130101000265100000005000m0300000030000011   
0601OWC3+       20130101000270100000005000m0300000030000011   
0601OWC3+       20130101000275100000005000m0300000030000011   
0601OWC3+       20130101000280100000005000m0300000030000011   
0601OWC3+       20130101000285100000005000m0300000030000010   
0601OWC3+       20130101000290100000005000m0300000030000010   
0601OWC3+       20130101000295100000005000m0300000030000010   
0601OWC3+       20130101000300100000005000m0300000030000010   
0601OWC3+       20130101000305100000005000m0300000030000010   
0601OWC3+       20130101000310100000005000m0300000030000010   
0601OWC3+       20130101000315100000005000m0300000030000009   
0601OWC3+       20130101000320100000005000m0300000030000009   
0601OWC3+       20130101000325100000005000m0300000030000009   
0601OWC3+       20130101000330100000005000m0300000030000009   
0601OWC3+       20130101000335100000005000m0300000030000009   
0601OWC3+       20130101000340100000005000m0300000030000009   
0601OWC3+       20130101000345100000005000m0300000030000009   
0601OWC3+       20130101000350100000005000m0300000030000009   
0601OWC3+       20130101000355100000005000m0300000030000008   
0601OWC3+       20130101000360100000005000m0300000030000008   
0601OWC3+       20130101000365100000005000m0300000030000008   
0601OWC3+       20130101000370100000005000m0300000030000008   
0601OWC3+       20130101000375100000005000m0300000030000008   
0601OWC3+       20130101000380100000005000m0300000030000008   
0601OWC3+       20130101000385100000005000m0300000030000008   
0601OWC3+       20130101000390100000005000m0300000030000008   
0601OWC3+       20130101000395100000005000m0300000030000008   
0601OWC3+       20130101000400100000005000m0300000030000007   
0601OWC3+       20130101000405100000005000m0300000030000007   
0601OWC3+       20130101000410100000005000m0300000030000007   
0601OWC3+       20130101000415100000005000m0300000030000007   
0601OWC3+       20130101000420100000005000m0300000030000007   
0601OWC3+       20130101000425100000005000m0300000030000007   
0601OWC3+       20130101000430100000005000m0300000030000007   
0601OWC3+       20130101000435100000005000m0300000030000007   
0601OWC3+       20130101000440100000005000m0300000030000007   
0601OWC3+       20130101000445100000005000m0300000030000007   
0601OWC3+       20130101000450100000005000m0300000030000007   
0601OWC3+       20130101000455100000005000m0300000030000007   
0601OWC3+       20130101000460100000005000m0300000030000006   
0601OWC3+       20130101000465100000005000m0300000030000006   
0601OWC3+       20130101000470100000005000m0300000030000006   
0601OWC3+       20130101000475100000005000m0300000030000006   
0601OWC3+       20130101000480100000005000m0300000030000006   
0601OWC3+       20130101000485100000005000m0300000030000006   
0601OWC3+       20130101000490100000005000m0300000030000006   
0601OWC3+       20130101000495100000005000m0300000030000006   
0601OWC3+       20130101000500100000005000m0300000030000006   
0601OWC3+       20130101000505100000005000m0300000070000014   
0601OWC3+       20130101000510100000005000m0300000140000027   
0601OWC3+       20130101000515100000005000m0300000220000043   
0601OWC3+       20130101000520100000005000m0300000280000054   
0601OWC3+       20130101000525100000005000m0300000350000066   
0601OWC3+       20130101000530100000005000m0300000410000077   
0601OWC3+       20130101000535100000005000m0300000480000089   
0601OWC3+       20130101000540100000005000m0300000550000101   
0601OWC3+       20130101000545100000005000m0300000620000113   
0601OWC3+       20130101000550100000005000m0300000680000123   
0601OWC3+       20130101000555100000005000m0300000750000135   
0601OWC3+       20130101000560100000005000m0300000810000144   
0601OWC3+       20130101000565100000005000m0300000880000155   
0601OWC3+       20130101000570100000005000m0300000960000168   
0601OWC3+       20130101000575100000005000m0300001030000178   
0601OWC3+       20130101000580100000005000m0300001100000189   
0601OWC3+       20130101000585100000005000m0300001170000199   
0601OWC3+       20130101000590100000005000m0300001240000209   
0601OWC3+       20130101000595100000005000m0300001310000219   
0601OWC3+       20130101000600100000005000m0300001380000229   
0601OWC3+       20130101000605100000005000m0300001460000240   
0601OWC3+       20130101000610100000005000m0300001530000250   
0601OWC3+       20130101000615100000005000m0300001590000257   
0601OWC3+       20130101000620100000005000m0300001650000265   
0601OWC3+       20130101000625100000005000m0300001710000273   
0601OWC3+       20130101000630100000005000m0300001780000281   
0601OWC3+       20130101000635100000005000m0300001840000289   
0601OWC3+       20130101000640100000005000m0300001890000294   
0601OWC3+       20130101000645100000005000m0300001940000300   
0601OWC3+       20130101000650100000005000m0300002010000308   
0601OWC3+       20130101000655100000005000m0300002070000315   
0601OWC3+       20130101000660100000005000m0300002130000322   
0601OWC3+       20130101000665100000005000m0300002190000328   
0601OWC3+       20130101000670100000005000m0300002260000336   
0601OWC3+       20130101000675100000005000m0300002310000341   
0601OWC3+       20130101000680100000005000m0300002370000347   
0601OWC3+       20130101000685100000005000m0300002430000353   
0601OWC3+       20130101000690100000005000m0300002500000361   
0601OWC3+       20130101000695100000005000m0300002550000366   
0601OWC3+       20130101000700100000005000m0300002620000373   
0601OWC3+       20130101000705100000005000m0300002690000380   
0601OWC3+       20130101000710100000005000m0300002730000383   
0601OWC3+       20130101000715100000005000m0300002790000389   
0601OWC3+       20130101000720100000005000m0300002860000396   
0601OWC3+       20130101000725100000005000m0300002930000403   
0601OWC3+       20130101000730100000005000m0300002980000407   
0601OWC3+       20130101000735100000005000m0300003040000412   
0601OWC3+       20130101000740100000005000m0300003110000419   
0601OWC3+       20130101000745100000005000m0300003170000424   
0601OWC3+       20130101000750100000005000m0300003230000429   
0601OWC3+       20130101000755100000005000m0300003290000434   
0601OWC3+       20130101000760100000005000m0300003350000439   
0601OWC3+       20130101000765100000005000m0300003410000444   
0601OWC3+       20130101000770100000005000m0300003480000450   
0601OWC3+       20130101000775100000005000m0300003540000455   
0601OWC3+       20130101000780100000005000m0300003600000460   
0601OWC3+       20130101000785100000005000m0300003660000465   
0601OWC3+       20130101000790100000005000m0300003730000471   
0601OWC3+       20130101000795100000005000m0300003790000475   
0601OWC3+       20130101000800100000005000m0300003850000480   
0601OWC3+       20130101000805100000005000m0300003900000483   
0601OWC3+       20130101000810100000005000m0300003960000487   
0601OWC3+       20130101000815100000005000m0300004020000492   
0601OWC3+       20130101000820100000005000m0300004070000495   
0601OWC3+       20130101000825100000005000m0300004120000498   
0601OWC3+       20130101000830100000005000m0300004190000503   
0601OWC3+       20130101000835100000005000m0300004250000507   
0601OWC3+       20130101000840100000005000m0300004300000510   
0601OWC3+       20130101000845100000005000m0300004350000513   
0601OWC3+       20130101000850100000005000m0300004410000517   
0601OWC3+       20130101000855100000005000m0300004470000521   
0601OWC3+       20130101000860100000005000m0300004520000524   
0601OWC3+       20130101000865100000005000m0300004580000528   
0601OWC3+       20130101000870100000005000m0300004640000532   
0601OWC3+       20130101000875100000005000m0300004690000534   
0601OWC3+       20130101000880100000005000m0300004760000539   
0601OWC3+       20130101000885100000005000m0300004810000542   
0601OWC3+       20130101000890100000005000m0300004870000546   
0601OWC3+       20130101000895100000005000m0300004920000548   
0601OWC3+       20130101000900100000005000m0300004970000551   
0601OWC3+       20130101000905100000005000m0300005040000555   
0601OWC3+       20130101000910100000005000m0300005100000559   
0601OWC3+       20130101000915100000005000m0300005150000561   
0601OWC3+       20130101000920100000005000m0300005210000565   
0601OWC3+       20130101000925100000005000m0300005260000567   
0601OWC3+       20130101000930100000005000m0300005330000572   
0601OWC3+       20130101000935100000005000m0300005390000575   
0601OWC3+       20130101000940100000005000m0300005440000577   
0601OWC3+       20130101000945100000005000m0300005490000579   
0601OWC3+       20130101000950100000005000m0300005560000584   
0601OWC3+       20130101000955100000005000m0300005620000587   
0601OWC3+       20130101000960100000005000m0300005670000589   
0601OWC3+       20130101000965100000005000m0300005730000592   
0601OWC3+       20130101000970100000005000m0300005780000594   
0601OWC3+       20130101000975100000005000m0300005850000598   
0601OWC3+       20130101000980100000005000m0300005900000601   
0601OWC3+       20130101000985100000005000m0300005960000604   
0601OWC3+       20130101000990100000005000m0300006010000606   
0601OWC3+       20130101000995100000005000m0300006080000610   
0601OWC3+       20130101001000100000005000m0300006160000614   
0601OWC3+       20130101001005100000005000m0300006230000618   
0601OWC3+       20130101001010100000005000m0300006310000623   
0601OWC3+       20130101001015100000005000m0300006380000627   
0601OWC3+       20130101001020100000005000m0300006440000630   
0601OWC3+       20130101001025100000005000m0300006530000636   
0601OWC3+       20130101001030100000005000m0300006600000639   
0601OWC3+       20130101001035100000005000m0300006670000643   
0601OWC3+       20130101001040100000005000m0300006740000647   
0601OWC3+       20130101001045100000005000m0300006810000650   
0601OWC3+       20130101001050100000005000m0300006890000655   
0601OWC3+       20130101001055100000005000m0300006970000659   
0601OWC3+       20130101001060100000005000m0300007040000663   
0601OWC3+       20130101001065100000005000m0300007120000667   
0601OWC3+       20130101001070100000005000m0300007190000670   
0601OWC3+       20130101001075100000005000m0300007270000675   
0601OWC3+       20130101001080100000005000m0300007350000679   
0601OWC3+       20130101001085100000005000m0300007410000681   
0601OWC3+       20130101001090100000005000m0300007490000686   
0601OWC3+       20130101001095100000005000m0300007570000690   
0601OWC3+       20130101001100100000005000m0300007650000694   
0601OWC3+       20130101001105100000005000m0300007710000696   
0601OWC3+       20130101001110100000005000m0300007800000701   
0601OWC3+       20130101001115100000005000m0300007880000705   
0601OWC3+       20130101001120100000005000m0300007950000708   
0601OWC3+       20130101001125100000005000m0300008040000713   
0601OWC3+       20130101001130100000005000m0300008110000716   
0601OWC3+       20130101001135100000005000m0300008190000720   
0601OWC3+       20130101001140100000005000m0300008280000725   
0601OWC3+       20130101001145100000005000m0300008360000729   
0601OWC3+       20130101001150100000005000m0300008440000732   
0601OWC3+       20130101001155100000005000m0300008520000736   
0601OWC3+       20130101001160100000005000m0300008590000739   
0601OWC3+       20130101001165100000005000m0300008670000743   
0601OWC3+       20130101001170100000005000m0300008760000747   
0601OWC3+       20130101001175100000005000m0300008840000751   
0601OWC3+       20130101001180100000005000m0300008910000753   
0601OWC3+       20130101001185100000005000m0300009000000758   
0601OWC3+       20130101001190100000005000m0300009080000761   
0601OWC3+       20130101001195100000005000m0300009150000764   
0601OWC3+       20130101001200100000005000m0300009240000768   
0601OWC3+       20130101001205100000005000m0300009320000772   
0601OWC3+       20130101001210100000005000m0300009390000774   
0601OWC3+       20130101001215100000005000m0300009480000779   
0601OWC3+       20130101001220100000005000m0300009560000782   
0601OWC3+       20130101001225100000005000m0300009640000785   
0601OWC3+       20130101001230100000005000m0300009730000789   
0601OWC3+       20130101001235100000005000m0300009810000793   
0601OWC3+       20130101001240100000005000m0300009890000796   
0601OWC3+       20130101001245100000005000m0300009980000800   
0601OWC3+       20130101001250100000005000m0300010070000804   
0601OWC3+       20130101001255100000005000m0300010140000806   
0601OWC3+       20130101001260100000005000m0300010230000810   
0601OWC3+       20130101001265100000005000m0300010320000814   
0601OWC3+       20130101001270100000005000m0300010390000817   
0601OWC3+       20130101001275100000005000m0300010480000820   
0601OWC3+       20130101001280100000005000m0300010560000823   
0601OWC3+       20130101001285100000005000m0300010650000827   
0601OWC3+       20130101001290100000005000m0300010730000830   
0601OWC3+       20130101001295100000005000m0300010810000833   
0601OWC3+       20130101001300100000005000m0300010890000836   
0601OWC3+       20130101001305100000005000m0300010970000839   
0601OWC3+       20130101001310100000005000m0300011060000843   
0601OWC3+       20130101001315100000005000m0300011140000846   
0601OWC3+       20130101001320100000005000m0300011230000849   
0601OWC3+       20130101001325100000005000m0300011320000853   
0601OWC3+       20130101001330100000005000m0300011400000856   
0601OWC3+       20130101001335100000005000m0300011500000860   
0601OWC3+       20130101001340100000005000m0300011570000862   
0601OWC3+       20130101001345100000005000m0300011660000865   
0601OWC3+       20130101001350100000005000m0300011750000869   
0601OWC3+       20130101001355100000005000m0300011830000871   
0601OWC3+       20130101001360100000005000m0300011920000875   
0601OWC3+       20130101001365100000005000m0300012010000878   
0601OWC3+       20130101001370100000005000m0300012100000882   
0601OWC3+       20130101001375100000005000m0300012180000884   
0601OWC3+       20130101001380100000005000m0300012280000888   
0601OWC3+       20130101001385100000005000m0300012360000891   
0601OWC3+       20130101001390100000005000m0300012460000895   
0601OWC3+       20130101001395100000005000m0300012550000898   
0601OWC3+       20130101001400100000005000m0300012640000901   
0601OWC3+       20130101001405100000005000m0300012730000904   
0601OWC3+       20130101001410100000005000m0300012830000908   
0601OWC3+       20130101001415100000005000m0300012920000911   
0601OWC3+       20130101001420100000005000m0300013010000915   
0601OWC3+       20130101001425100000005000m0300013110000918   
0601OWC3+       20130101001430100000005000m0300013200000921   
0601OWC3+       20130101001435100000005000m0300013290000925   
0601OWC3+       20130101001440100000005000m0300013390000928   
0601OWC3+       20130101001445100000005000m0300013490000932   
0601OWC3+       20130101001450100000005000m0300013590000936   
0601OWC3+       20130101001455100000005000m0300013680000939   
0601OWC3+       20130101001460100000005000m0300013780000942   
0601OWC3+       20130101001465100000005000m0300013880000946   
0601OWC3+       20130101001470100000005000m0300013980000949   
0601OWC3+       20130101001475100000005000m0300014080000953   
0601OWC3+       20130101001480100000005000m0300014180000956   
0601OWC3+       20130101001485100000005000m0300014290000961   
0601OWC3+       20130101001490100000005000m0300014390000964   
0601OWC3+       20130101001495100000005000m0300014500000968   
0601OWC3+       20130101001500100000500000m0300020110001151   
0601OWC3+       20130101002000100000500000m0300031610001406   
0601OWC3+       20130101002500100000500000m0300043380001579   
0601OWC3+       20130101003000100000500000m0300055330001704   
0601OWC3+       20130101003500100000500000m0300067360001797   
0601OWC3+       20130101004000100000500000m0300079470001871   
0601OWC3+       20130101004500100000500000m0300091600001929   
0601OWC3+       20130101005000100000500000m0300103770001978   
0601OWC3+       20130101005500100000500000m0300115970002018   
0601OWC3+       20130101006000100000500000m0300128190002052   
0601OWC3+       20130101006500100000500000m0300140410002081   
0601OWC3+       20130101007000100000500000m0300152670002107   
0601OWC3+       20130101007500100000500000m0300164910002129   
0601OWC3+       20130101008000100000500000m0300177180002148   
0601OWC3+       20130101008500100000500000m0300189150002162   
0601OWC3+       20130101009000100000500000m0300200780002171   
0601OWC3+       20130101009500100000500000m0300212420002179   
0601OWC3+       20130101010000100000500000m0300224050002186   
0601OWC3+       20130101010500100000500000m0300235690002193   
0601OWC3+       20130101011000100000500000m0300247310002199   
0601OWC3+       20130101011500100000500000m0300258950002204   
0601OWC3+       20130101012000100000500000m0300270590002209   
0601OWC3+       20130101012500100000500000m0300282240002214   
0601OWC3+       20130101013000100000500000m0300293880002218   
0601OWC3+       20130101013500100000500000m0300305510002222   
0601OWC3+       20130101014000100000500000m0300317160002226   
0601OWC3+       20130101014500100000500000m0300328810002230   
0601OWC3+       20130101015000100000500000m0300340450002233   
0601OWC3+       20130101015500100000500000m0300352090002236   
0601OWC3+       20130101016000100000500000m0300363730002239   
0601OWC3+       20130101016500100000500000m0300375360002241   
0601OWC3+       20130101017000100000500000m0300387030002244   
0601OWC3+       20130101017500100000500000m0300398680002246   
0601OWC3+       20130101018000100000500000m0300410320002249   
0601OWC3+       20130101018500100000500000m0300421960002251   
0601OWC3+       20130101019000100000500000m0300433620002253   
0601OWC3+       20130101019500100000500000m0300445260002255   
0601OWC4+       20130101000000100000040000m0400000030000171   
0601OWC4+       20130101000040100000005000m0400000030000071   
0601OWC4+       20130101000045100000005000m0400000030000063   
0601OWC4+       20130101000050100000005000m0400000030000057   
0601OWC4+       20130101000055100000005000m0400000030000052   
0601OWC4+       20130101000060100000005000m0400000030000048   
0601OWC4+       20130101000065100000005000m0400000030000044   
0601OWC4+       20130101000070100000005000m0400000030000041   
0601OWC4+       20130101000075100000005000m0400000030000039   
0601OWC4+       20130101000080100000005000m0400000030000036   
0601OWC4+       20130101000085100000005000m0400000030000034   
0601OWC4+       20130101000090100000005000m0400000030000032   
0601OWC4+       20130101000095100000005000m0400000030000031   
0601OWC4+       20130101000100100000005000m0400000030000029   
0601OWC4+       20130101000105100000005000m0400000030000028   
0601OWC4+       20130101000110100000005000m0400000030000027   
0601OWC4+       20130101000115100000005000m0400000030000026   
0601OWC4+       20130101000120100000005000m0400000030000024   
0601OWC4+       20130101000125100000005000m0400000030000024   
0601OWC4+       20130101000130100000005000m0400000030000023   
0601OWC4+       20130101000135100000005000m0400000030000022   
0601OWC4+       20130101000140100000005000m0400000030000021   
0601OWC4+       20130101000145100000005000m0400000030000020   
0601OWC4+       20130101000150100000005000m0400000030000020   
0601OWC4+       20130101000155100000005000m0400000030000019   
0601OWC4+       20130101000160100000005000m0400000030000018   
0601OWC4+       20130101000165100000005000m0400000030000018   
0601OWC4+       20130101000170100000005000m0400000030000017   
0601OWC4+       20130101000175100000005000m0400000030000017   
0601OWC4+       20130101000180100000005000m0400000030000016   
0601OWC4+       20130101000185100000005000m0400000030000016   
0601OWC4+       20130101000190100000005000m0400000030000016   
0601OWC4+       20130101000195100000005000m0400000030000015   
0601OWC4+       20130101000200100000005000m0400000030000015   
0601OWC4+       20130101000205100000005000m0400000030000014   
0601OWC4+       20130101000210100000005000m0400000030000014   
0601OWC4+       20130101000215100000005000m0400000030000014   
0601OWC4+       20130101000220100000005000m0400000030000013   
0601OWC4+       20130101000225100000005000m0400000030000013   
0601OWC4+       20130101000230100000005000m0400000030000013   
0601OWC4+       20130101000235100000005000m0400000030000013   
0601OWC4+       20130101000240100000005000m0400000030000012   
0601OWC4+       20130101000245100000005000m0400000030000012   
0601OWC4+       20130101000250100000005000m0400000030000012   
0601OWC4+       20130101000255100000005000m0400000030000012   
0601OWC4+       20130101000260100000005000m0400000030000011   
0601OWC4+       20130101000265100000005000m0400000030000011   
0601OWC4+       20130101000270100000005000m0400000030000011   
0601OWC4+       20130101000275100000005000m0400000030000011   
0601OWC4+       20130101000280100000005000m0400000030000011   
0601OWC4+       20130101000285100000005000m0400000030000010   
0601OWC4+       20130101000290100000005000m0400000030000010   
0601OWC4+       20130101000295100000005000m0400000030000010   
0601OWC4+       20130101000300100000005000m0400000030000010   
0601OWC4+       20130101000305100000005000m0400000030000010   
0601OWC4+       20130101000310100000005000m0400000030000010   
0601OWC4+       20130101000315100000005000m0400000030000009   
0601OWC4+       20130101000320100000005000m0400000030000009   
0601OWC4+       20130101000325100000005000m0400000030000009   
0601OWC4+       20130101000330100000005000m0400000030000009   
0601OWC4+       20130101000335100000005000m0400000030000009   
0601OWC4+       20130101000340100000005000m0400000030000009   
0601OWC4+       20130101000345100000005000m0400000030000009   
0601OWC4+       20130101000350100000005000m0400000030000009   
0601OWC4+       20130101000355100000005000m0400000030000008   
0601OWC4+       20130101000360100000005000m0400000030000008   
0601OWC4+       20130101000365100000005000m0400000030000008   
0601OWC4+       20130101000370100000005000m0400000030000008   
0601OWC4+       20130101000375100000005000m0400000030000008   
0601OWC4+       20130101000380100000005000m0400000030000008   
0601OWC4+       20130101000385100000005000m0400000030000008   
0601OWC4+       20130101000390100000005000m0400000030000008   
0601OWC4+       20130101000395100000005000m0400000030000008   
0601OWC4+       20130101000400100000005000m0400000030000007   
0601OWC4+       20130101000405100000005000m0400000030000007   
0601OWC4+       20130101000410100000005000m0400000030000007   
0601OWC4+       20130101000415100000005000m0400000030000007   
0601OWC4+       20130101000420100000005000m0400000030000007   
0601OWC4+       20130101000425100000005000m0400000030000007   
0601OWC4+       20130101000430100000005000m0400000030000007   
0601OWC4+       20130101000435100000005000m0400000030000007   
0601OWC4+       20130101000440100000005000m0400000030000007   
0601OWC4+       20130101000445100000005000m0400000030000007   
0601OWC4+       20130101000450100000005000m0400000030000007   
0601OWC4+       20130101000455100000005000m0400000030000007   
0601OWC4+       20130101000460100000005000m0400000030000006   
0601OWC4+       20130101000465100000005000m0400000030000006   
0601OWC4+       20130101000470100000005000m0400000030000006   
0601OWC4+       20130101000475100000005000m0400000030000006   
0601OWC4+       20130101000480100000005000m0400000030000006   
0601OWC4+       20130101000485100000005000m0400000030000006   
0601OWC4+       20130101000490100000005000m0400000030000006   
0601OWC4+       20130101000495100000005000m0400000030000006   
0601OWC4+       20130101000500100000005000m0400000030000006   
0601OWC4+       20130101000505100000005000m0400000030000006   
0601OWC4+       20130101000510100000005000m0400000030000006   
0601OWC4+       20130101000515100000005000m0400000030000006   
0601OWC4+       20130101000520100000005000m0400000030000006   
0601OWC4+       20130101000525100000005000m0400000030000006   
0601OWC4+       20130101000530100000005000m0400000030000006   
